tarih,hisse,kat,baseline_tl,kum_ciro_tl,tetik_bar,tetik_saat,giris,mfe_gun_kalan_%,mae_gun_kalan_%,kapanis_gun_%,mfe_5g_%,mae_5g_%,mfe_t1,mae_t1,kapanis_t1,mfe_t2,mae_t2,kapanis_t2,mfe_t3,mae_t3,kapanis_t3,mfe_t5,mae_t5,kapanis_t5
2026-04-01,ANELE,7.9,14075599.0,111206409.0,1,2026-04-01 10:00,15.02,6.39,-3.6,5.93,32.69,-3.6,16.38,3.86,10.32,19.77,8.72,16.84,28.5,14.98,24.3,29.63,16.51,19.17
2024-08-15,ANGEN,6.3,42152231.0,265393525.0,3,2024-08-15 12:00,13.78,7.33,0.0,7.33,37.88,0.0,18.0,2.39,18.0,29.75,16.4,29.75,37.88,16.84,16.84,15.6,1.31,15.6
2025-01-07,ANGEN,5.56,77320180.0,429583204.0,2,2025-01-07 11:00,14.16,6.29,-1.77,3.88,16.17,-4.66,12.22,0.56,3.81,4.66,-0.78,-0.49,1.55,-4.66,-3.95,16.17,1.55,2.12
2025-01-08,ANGEN,5.5,117284511.0,644960746.0,3,2025-01-08 12:00,15.73,1.02,-6.55,-6.55,4.58,-14.18,-5.79,-10.68,-10.43,-8.58,-14.18,-13.54,-4.9,-11.95,-4.9,-5.4,-12.27,-10.68
2026-01-26,ANGEN,5.26,17992022.0,94640756.0,3,2026-01-26 12:00,11.95,3.01,-0.84,0.33,3.01,-5.27,1.59,-1.59,-1.34,-1.34,-3.77,-3.43,-1.42,-3.93,-2.34,-2.26,-5.27,-3.51
2026-05-11,ANGEN,7.04,31967582.0,225100264.0,1,2026-05-11 10:00,14.3,2.8,-4.9,2.8,11.89,-13.78,11.89,-7.48,-7.34,1.89,-10.42,1.89,7.69,-2.73,-2.38,-3.22,-13.78,-13.64
2026-05-12,ANGEN,5.7,56386009.0,321239390.0,1,2026-05-12 10:00,15.16,5.54,-12.73,-12.6,5.54,-23.09,-3.89,-15.5,-3.89,1.58,-8.25,-7.92,-7.59,-16.09,-15.24,-15.57,-23.09,-22.49
2025-11-07,ARASE,6.99,19785853.0,138364349.0,3,2025-11-07 12:00,62.7,1.36,-2.87,0.56,3.35,-10.69,3.35,-3.51,-2.71,-1.44,-9.73,-5.1,-2.95,-8.53,-6.62,-8.21,-10.69,-9.33
2024-12-11,ARENA,5.09,36436527.0,185282634.0,3,2024-12-11 12:00,32.22,0.68,-7.7,-5.21,0.68,-10.37,-0.25,-7.32,-6.89,-2.86,-7.45,-6.89,-5.71,-10.37,-6.58,0.12,-10.3,-2.11
2026-05-18,ARMGD,5.17,90872338.0,469584831.0,1,2026-05-18 10:00,129.2,9.67,-9.75,-2.79,9.67,-14.32,6.89,-12.46,-9.83,-2.86,-14.32,-12.93,-4.26,-13.85,-4.26,2.86,-0.85,1.63
2026-01-30,ARZUM,6.12,30898598.0,189234298.0,3,2026-01-30 12:00,2.55,1.96,-1.57,-0.39,7.45,-6.27,3.14,-3.92,-1.57,-1.57,-6.27,-3.92,1.96,-5.88,-2.75,7.45,0.39,1.18
2026-04-06,ARZUM,5.9,78855610.0,465339170.0,2,2026-04-06 11:00,3.18,10.06,-1.26,3.46,12.58,-1.26,6.92,-0.94,-0.31,5.03,-0.31,3.46,12.26,2.52,7.55,6.92,0.63,2.83
2026-05-04,ASGYO,6.29,36590781.0,230066223.0,1,2026-05-04 10:00,13.15,3.35,-2.89,-2.89,3.35,-7.68,-2.36,-6.24,-6.01,-5.1,-7.68,-7.38,-4.03,-7.3,-5.25,-1.83,-5.86,-3.19
2025-07-22,ASUZU,5.17,42255088.0,218630858.0,1,2025-07-22 10:00,65.8,1.22,-4.26,-3.5,1.44,-5.7,-0.84,-4.64,-3.12,1.44,-3.88,0.0,0.3,-3.27,-3.04,-2.96,-5.7,-5.55
2024-12-06,ATAGY,6.17,23045460.0,142221731.0,2,2024-12-06 11:00,12.4,0.65,-5.48,-4.6,0.65,-9.76,-3.71,-7.1,-5.73,-3.87,-6.85,-6.85,-5.97,-9.68,-9.52,-5.81,-8.87,-6.53
2025-11-19,ATAGY,5.65,3524328.0,19911410.0,2,2025-11-19 11:00,15.35,0.91,-3.78,0.91,4.89,-13.36,4.89,-3.32,-3.06,-3.06,-8.79,-8.79,-7.82,-12.05,-11.07,-11.73,-13.36,-13.36
2024-11-01,ATATP,6.49,38425142.0,249398566.0,2,2024-11-01 11:00,92.15,6.24,-3.04,-2.33,6.24,-12.21,-2.55,-8.79,-8.19,-7.6,-12.21,-12.1,-6.08,-10.58,-10.36,0.38,-4.5,-2.6
2025-08-19,ATATP,6.34,76129018.0,482771333.0,1,2025-08-19 10:00,117.6,0.51,-4.51,-1.96,21.6,-4.51,7.82,-1.7,7.82,16.58,8.5,11.05,13.95,5.87,7.14,21.6,8.67,18.96
2024-10-23,ATEKS,6.18,6592975.0,40776449.0,3,2024-10-23 12:00,158.8,1.32,-1.2,1.32,6.74,-2.33,6.74,-1.57,-1.13,5.73,-2.33,1.01,3.9,-0.69,-0.69,4.66,-0.5,2.77
2025-12-18,ATEKS,6.79,570467.0,3874390.0,1,2025-12-18 12:00,90.1,0.0,0.0,0.0,60.82,0.0,9.99,7.44,9.99,20.98,19.87,20.98,33.07,31.96,33.07,60.82,60.82,60.82
2025-12-19,ATEKS,9.41,724803.0,6821118.0,1,2025-12-19 12:00,99.1,0.0,0.0,0.0,60.75,0.0,9.99,8.98,9.99,20.99,19.98,20.99,33.0,33.0,33.0,60.75,60.75,60.75
2025-12-26,ATEKS,5.51,1892684.0,10437177.0,2,2025-12-26 13:00,159.3,0.0,0.0,0.0,8.47,-19.59,8.47,8.47,8.47,-2.32,-2.32,-2.32,-12.05,-12.05,-12.05,-19.21,-19.21,-19.21
2026-01-06,ATEKS,7.36,2983118.0,21964546.0,1,2026-01-06 12:00,131.5,8.75,0.0,8.75,8.75,-21.6,-2.13,-2.13,-2.13,-5.02,-11.86,-11.86,-10.27,-14.75,-12.93,-13.76,-21.44,-13.76
2026-01-30,ATLAS,5.06,6538209.0,33059722.0,2,2026-01-30 11:00,8.87,0.0,-4.28,0.0,23.22,-4.28,9.92,-2.82,9.58,17.7,-0.68,14.88,23.22,5.3,13.08,6.88,-2.48,2.25
2026-02-02,ATLAS,7.62,8310254.0,63290059.0,3,2026-02-02 12:00,9.72,0.31,-9.88,0.0,12.45,-12.55,7.41,-9.36,4.84,12.45,-3.91,3.19,2.37,-3.09,-1.65,2.57,-12.55,2.57
2024-07-24,ATSYH,5.37,2071782.0,11124450.0,2,2024-07-24 13:00,59.0,0.0,0.0,0.0,22.71,0.0,10.0,10.0,10.0,16.61,10.0,10.0,3.39,1.53,1.53,22.71,22.71,22.71
2024-07-26,ATSYH,5.18,3054646.0,15836366.0,2,2024-07-26 17:00,64.95,0.0,-0.08,-0.08,34.8,-7.78,-6.08,-7.78,-7.78,1.39,1.39,1.39,11.47,11.47,11.47,34.8,33.95,33.95
2024-08-02,ATSYH,5.26,5002394.0,26301421.0,0,2024-08-02 09:00,87.55,0.0,-0.63,-0.63,19.25,-4.68,-0.69,-1.37,-1.37,8.45,6.17,8.45,19.25,5.88,5.88,16.85,16.39,16.85
2025-03-12,AVGYO,5.69,1371749.0,7810143.0,3,2025-03-12 12:00,8.22,0.97,-1.46,-0.61,0.97,-15.45,0.85,-4.99,-2.92,-2.92,-4.5,-3.77,-3.16,-5.84,-4.74,-8.76,-15.45,-10.95
2025-10-03,AVGYO,8.46,7209140.0,60994256.0,2,2025-10-03 11:00,16.2,1.85,-4.14,1.54,22.78,-9.44,11.67,3.7,11.67,22.78,0.56,0.56,10.56,-9.44,10.56,13.52,4.75,7.16
2025-10-07,AVGYO,6.5,16515727.0,107407459.0,2,2025-10-07 11:00,19.03,1.63,-14.4,-14.4,2.63,-22.91,-5.89,-22.91,-5.89,2.63,-11.61,-4.2,-3.36,-10.83,-8.78,-6.2,-11.88,-11.04
2025-12-18,AVGYO,5.2,14828098.0,77131247.0,1,2025-12-18 10:00,12.84,1.95,-6.0,-6.0,2.1,-25.08,2.1,-10.36,-8.96,-7.94,-17.99,-17.99,-18.93,-25.08,-21.57,-19.08,-23.68,-23.6
2024-06-28,AVHOL,5.31,31691806.0,168315454.0,1,2024-06-28 10:00,38.6,1.81,-4.92,1.81,10.1,-6.42,10.1,-5.85,3.11,9.64,1.71,2.75,2.07,-4.66,-4.66,-1.61,-6.42,-6.37
2024-11-12,AVHOL,6.04,21151834.0,127721434.0,1,2024-11-12 10:00,37.8,0.37,-10.58,-1.59,19.95,-10.58,8.1,-2.06,4.55,14.44,0.53,10.74,17.72,6.14,15.45,13.76,5.87,8.36
2025-01-08,AVHOL,5.38,26559432.0,143006749.0,1,2025-01-08 10:00,38.34,2.76,-2.09,0.68,2.76,-8.56,2.71,-4.59,-4.12,-2.92,-6.62,-4.54,-0.37,-5.74,-5.69,-5.89,-8.56,-8.29
2024-09-09,AVOD,5.51,19773176.0,108950532.0,3,2024-09-09 12:00,3.4,3.82,-2.35,-1.18,3.82,-11.18,0.0,-7.94,-7.65,-0.59,-7.65,-5.88,-4.71,-11.18,-9.41,-5.0,-9.71,-9.71
2025-04-16,AVOD,9.26,15762578.0,146011649.0,1,2025-04-16 10:00,3.34,3.29,-8.08,3.29,8.68,-17.66,8.68,-2.69,-0.9,-1.2,-10.78,-10.78,-5.69,-14.37,-12.87,-8.98,-17.66,-8.98
2026-01-08,AVOD,5.15,22916073.0,118067945.0,2,2026-01-08 11:00,3.92,3.32,-4.08,-2.55,7.91,-4.85,6.63,-4.85,4.59,7.91,1.28,1.53,1.79,-1.79,0.26,2.04,-3.83,1.79
2024-12-05,AVTUR,6.31,24921006.0,157250653.0,1,2024-12-05 10:00,14.68,4.77,-4.36,0.82,27.38,-4.36,10.83,0.27,10.83,17.85,5.93,15.12,26.57,15.33,17.98,27.38,15.8,15.8
2025-06-18,AVTUR,5.56,4620608.0,25691027.0,3,2025-06-18 12:00,12.38,1.78,-0.97,1.78,9.94,-10.99,9.94,-7.19,0.24,-0.08,-8.64,-6.38,2.91,-10.99,2.91,-6.38,-10.34,-10.34
2026-03-04,AVTUR,5.05,14374729.0,72614259.0,3,2026-03-04 12:00,19.81,14.59,-1.36,14.18,14.89,-2.98,14.89,3.48,6.51,5.0,-2.98,0.96,11.06,-0.4,11.06,9.84,-1.21,3.79
2025-06-27,AYCES,8.69,16767816.0,145641966.0,1,2025-06-27 10:00,467.5,5.19,-3.32,5.19,12.94,-4.92,12.94,-2.57,2.67,8.45,-1.55,-1.39,6.68,-4.92,1.18,1.07,-1.93,-1.6
2025-06-30,AYCES,6.07,28038167.0,170309360.0,2,2025-06-30 11:00,468.0,11.11,-1.71,2.56,11.11,-5.02,8.33,-1.66,-1.5,6.57,-5.02,1.07,3.63,-0.37,0.11,1.82,-4.59,-3.47
2024-05-07,AYES,5.48,2778683.0,15221216.0,0,2024-05-07 09:00,12.3832,0.0,-11.0,-11.0,6.72,-11.0,-2.1,-10.76,-2.1,6.72,3.72,5.02,1.62,-1.13,-1.13,1.7,-8.9,0.32
2025-06-04,AYES,5.8,1498780.0,8691678.0,3,2025-06-04 17:00,13.0,0.0,-3.0,-3.0,3.85,-8.46,-6.92,-7.69,-7.69,-3.85,-7.69,-4.62,3.85,-3.77,-1.92,-7.69,-8.46,-8.23
2024-07-25,AZTEK,5.41,81912744.0,443327364.0,3,2024-07-25 12:00,6.68,2.99,-5.99,-4.12,13.7,-5.99,5.46,-2.32,5.46,13.7,0.67,5.99,11.53,5.54,5.54,11.23,-0.67,4.04
2025-09-12,AZTEK,5.77,45617335.0,263101388.0,1,2025-09-12 10:00,4.848,3.09,-7.18,-7.18,17.57,-11.8,-3.05,-11.8,-5.12,2.1,-5.03,-0.54,0.62,-3.01,-0.91,17.57,6.02,13.14
2026-02-03,AZTEK,5.27,35224251.0,185744654.0,3,2026-02-03 12:00,4.83,5.59,-3.11,-2.9,5.59,-5.18,0.21,-3.31,-1.24,1.04,-3.11,-2.69,-1.24,-5.18,-3.93,-0.41,-2.48,-0.62
2026-04-15,AZTEK,5.95,25226358.0,150011718.0,3,2026-04-15 12:00,4.46,2.91,-2.02,2.91,12.78,-2.02,12.78,-1.57,-1.12,6.5,-1.12,3.36,6.28,0.9,3.36,10.54,5.38,7.4
2026-04-16,AZTEK,5.8,41091954.0,238478007.0,2,2026-04-16 11:00,4.74,5.06,-7.38,-6.96,5.06,-7.38,0.21,-6.96,-2.74,0.0,-5.06,-2.74,2.95,-4.64,0.21,2.74,-3.59,-3.59
2025-04-11,BAGFS,12.22,36325115.0,444045352.0,1,2025-04-11 10:00,28.16,2.49,-6.82,-3.55,5.11,-12.57,-0.64,-8.31,-7.32,1.92,-7.95,1.92,5.11,-5.75,-3.98,-3.34,-12.57,-11.65
2024-10-22,BAKAB,5.47,3250484.0,17796115.0,3,2024-10-22 12:00,33.1,0.91,-1.57,0.91,22.05,-1.57,11.0,4.53,11.0,22.05,5.86,7.85,18.61,9.79,13.17,12.08,6.53,6.59
2024-10-23,BAKAB,6.38,4149383.0,26459388.0,1,2024-10-23 10:00,36.74,0.0,-5.82,0.0,9.96,-7.19,9.96,-4.63,-2.83,6.86,-1.09,1.96,6.1,-2.18,-0.38,-0.44,-7.19,-4.14
2024-10-24,BAKAB,17.7,5535026.0,97985358.0,1,2024-10-24 10:00,39.12,3.27,-10.43,-8.74,3.27,-12.83,0.36,-7.11,-4.24,-0.36,-8.13,-6.44,-5.16,-9.87,-9.82,-9.3,-12.07,-11.3
2024-10-25,BAKAB,5.19,13072075.0,67829918.0,3,2024-10-25 12:00,36.9,6.34,-1.08,1.52,6.34,-8.94,5.64,-2.6,-0.81,0.54,-4.44,-4.39,-0.87,-7.59,-4.55,-5.42,-8.94,-8.78
2025-01-27,BAKAB,5.06,6129747.0,30997921.0,1,2025-01-27 10:00,37.24,1.99,-6.02,-4.56,1.99,-12.35,-2.85,-6.5,-5.37,-4.56,-7.68,-7.52,-5.75,-8.7,-6.77,-6.07,-12.35,-12.24
2025-04-15,BAKAB,7.34,11274096.0,82779198.0,1,2025-04-15 10:00,42.2,0.0,-18.1,-14.69,0.0,-26.87,-9.05,-20.38,-19.95,-17.77,-23.46,-20.52,-20.57,-24.17,-24.12,-23.18,-26.87,-26.64
2022-11-01,BALAT,5.76,478537.0,2755396.0,2,2022-11-01 13:00,11.8,0.0,0.0,0.0,10.08,-6.61,-1.61,-1.69,-1.69,-2.37,-6.61,-2.37,5.42,1.69,4.75,10.08,2.88,3.39
2022-12-06,BALAT,5.59,832506.0,4656916.0,3,2022-12-06 17:00,15.97,0.0,0.0,0.0,20.79,-9.83,3.32,0.19,0.19,-1.69,-9.83,-9.2,-0.13,-5.13,-0.13,20.79,20.79,20.79
2023-04-14,BALAT,5.31,758799.0,4026407.0,3,2023-04-14 17:00,18.49,0.0,0.0,0.0,0.0,-18.93,-1.03,-9.95,-9.95,-13.47,-18.93,-18.93,-11.36,-18.93,-11.36,-11.68,-11.84,-11.68
2024-09-18,BALAT,5.13,4861998.0,24941771.0,3,2024-09-18 17:00,50.4,0.0,-0.1,-0.1,15.87,-6.07,9.82,-5.12,9.82,13.1,6.15,13.1,15.87,12.7,15.87,-0.79,-6.07,-6.07
2025-07-03,BANVT,5.24,66720392.0,349749561.0,3,2025-07-03 12:00,213.7,3.6,-0.61,0.19,4.12,-5.33,1.78,-4.77,-1.78,4.12,-5.33,0.7,3.28,-1.78,-1.64,0.61,-1.68,-1.64
2025-12-15,BANVT,5.37,30161770.0,161834000.0,3,2025-12-15 12:00,171.5,1.11,-2.57,-2.04,3.5,-5.25,-1.46,-5.25,-5.07,-0.12,-5.07,-4.37,-2.74,-4.96,-4.49,3.5,-1.81,-1.46
2025-01-22,BARMA,5.03,18414361.0,92676455.0,2,2025-01-22 11:00,18.05,2.22,-3.32,-2.83,2.22,-9.09,-2.05,-5.15,-4.71,-4.16,-5.82,-4.99,-5.04,-6.59,-6.43,-6.04,-9.09,-9.09
2022-06-27,BASCM,5.42,241643.0,1309730.0,3,2022-06-27 17:00,2.774,0.0,0.0,0.0,8.79,-11.89,8.79,3.88,8.53,8.53,-2.33,-2.33,-5.17,-11.89,-11.89,-3.1,-5.68,-5.68
2022-06-28,BASCM,5.06,297284.0,1505465.0,2,2022-06-28 13:00,3.0178,0.0,-0.24,-0.24,0.0,-19.24,-0.24,-10.21,-10.21,-12.83,-19.0,-19.0,-12.83,-19.0,-13.3,-14.96,-19.24,-19.0
2023-02-07,BASCM,6.06,544103.0,3297379.0,3,2023-02-07 17:00,4.85,0.21,0.0,0.21,42.89,0.0,10.1,9.28,10.1,21.03,21.03,21.03,24.33,21.24,24.33,42.89,31.96,42.89
2025-07-30,BASCM,5.67,2098072.0,11889744.0,3,2025-07-30 17:00,16.17,0.06,0.0,0.06,15.96,-4.14,2.91,1.3,1.3,-2.91,-3.03,-3.03,-4.14,-4.14,-4.14,15.96,15.96,15.96
2026-01-27,BASCM,5.55,1353861.0,7515243.0,3,2026-01-27 17:00,16.48,0.3,0.0,0.3,0.3,-7.46,0.3,-7.46,-3.16,-3.16,-5.34,-3.58,-3.58,-5.95,-5.95,-5.89,-6.61,-6.61
2025-05-05,BASGZ,5.51,21125968.0,116348685.0,3,2025-05-05 12:00,34.2,1.4,-3.39,-2.98,1.4,-10.35,-0.64,-5.09,-1.46,0.7,-4.97,-4.74,-0.94,-4.68,-2.69,-3.1,-8.48,-4.39
2024-09-11,BAYRK,5.22,147783545.0,771769747.0,3,2024-09-11 12:00,6.7668,16.76,-0.2,-0.2,16.76,-27.1,5.54,-10.15,-10.15,-11.62,-19.09,-19.09,-18.49,-24.83,-24.63,-21.03,-27.1,-25.23
2025-03-11,BESLR,7.12,40110183.0,285714407.0,1,2025-03-11 10:00,16.24,0.0,-7.33,0.0,10.22,-7.33,5.54,-1.35,2.22,5.36,-0.92,4.68,10.22,3.82,7.51,8.93,5.85,6.53
2024-10-22,BFREN,6.93,39436004.0,273406808.0,1,2024-10-22 10:00,194.0103,13.92,-0.78,1.75,13.92,-0.78,11.26,3.11,7.7,13.4,8.87,9.64,10.81,4.4,5.76,6.41,3.82,3.95
